season,conf,w,l,wl,w_conf,l_conf,wl_conf,srs,sos,pts,pts_vs,ap_pre,ap_high,ap_final,ncaa_tournament,seed,coaches,seeded,year,is_ap_pre,is_ap_high,is_ap_final,pts_diff,school,pts_total
2003-04,A-10,10,19,0.345,4,12,0.25,-2.31,2.59,68.1,73,30,30,30,0,20,Steve Lappas,FALSE,2004,FALSE,FALSE,FALSE,-4.9,massachusetts,141.1
2002-03,A-10,11,18,0.379,6,10,0.375,-1.98,3.52,61.7,66.5,30,30,30,0,20,Steve Lappas,FALSE,2003,FALSE,FALSE,FALSE,-4.8,massachusetts,128.2
2001-02,A-10,13,16,0.448,6,10,0.375,2.9,4.45,64.3,65.9,30,30,30,0,20,Steve Lappas,FALSE,2002,FALSE,FALSE,FALSE,-1.6,massachusetts,130.2
2000-01,A-10,15,15,0.5,11,5,0.688,7.88,8.05,68,68.2,30,30,30,0,20,Bruiser Flint,FALSE,2001,FALSE,FALSE,FALSE,-0.2,massachusetts,136.2
2015-16,AEC,11,18,0.379,7,9,0.438,-13.59,-6.17,76.6,82.8,30,30,30,0,20,Pat Duquette,FALSE,2016,FALSE,FALSE,FALSE,-6.2,massachusetts-lowell,159.4
2014-15,AEC,12,17,0.414,6,10,0.375,-11.21,-4.32,61.4,66.5,30,30,30,0,20,Pat Duquette,FALSE,2015,FALSE,FALSE,FALSE,-5.1,massachusetts-lowell,127.9
2013-14,AEC,10,18,0.357,8,8,0.5,-13.71,-4.53,61.4,69.2,30,30,30,0,20,Pat Duquette,FALSE,2014,FALSE,FALSE,FALSE,-7.8,massachusetts-lowell,130.6
2015-16,Southland,9,20,0.31,7,11,0.389,-15.24,-6.74,71.8,79.3,30,30,30,0,20,Dave Simmons,FALSE,2016,FALSE,FALSE,FALSE,-7.5,mcneese-state,151.1
2014-15,Southland,15,16,0.484,8,10,0.444,-10.05,-5.42,69.5,71.3,30,30,30,0,20,Dave Simmons,FALSE,2015,FALSE,FALSE,FALSE,-1.8,mcneese-state,140.8
2013-14,Southland,11,20,0.355,9,9,0.5,-13.15,-4.01,68.1,76.1,30,30,30,0,20,Dave Simmons,FALSE,2014,FALSE,FALSE,FALSE,-8,mcneese-state,144.2
2012-13,Southland,14,17,0.452,7,11,0.389,-11.49,-4.63,66.3,70.1,30,30,30,0,20,Dave Simmons,FALSE,2013,FALSE,FALSE,FALSE,-3.8,mcneese-state,136.4
2011-12,Southland,17,16,0.515,10,6,0.625,-6.26,-3.76,66.9,66.2,30,30,30,0,20,Dave Simmons,FALSE,2012,FALSE,FALSE,FALSE,0.7,mcneese-state,133.1
2010-11,Southland,21,12,0.636,11,5,0.688,-4.7,-4.39,74.1,71.3,30,30,30,0,20,Dave Simmons,FALSE,2011,FALSE,FALSE,FALSE,2.8,mcneese-state,145.4
2009-10,Southland,10,20,0.333,5,11,0.313,-11.82,-4.34,67.7,70.2,30,30,30,0,20,Dave Simmons,FALSE,2010,FALSE,FALSE,FALSE,-2.5,mcneese-state,137.9
2008-09,Southland,11,18,0.379,5,11,0.313,-5.47,-3.99,63.9,64.3,30,30,30,0,20,Dave Simmons,FALSE,2009,FALSE,FALSE,FALSE,-0.4,mcneese-state,128.2
2007-08,Southland,13,16,0.448,7,9,0.438,-9.43,-3.59,64.7,66.6,30,30,30,0,20,Dave Simmons,FALSE,2008,FALSE,FALSE,FALSE,-1.9,mcneese-state,131.3
2006-07,Southland,15,17,0.469,9,7,0.563,-11.34,-4.66,63.4,67.3,30,30,30,0,20,Dave Simmons,FALSE,2007,FALSE,FALSE,FALSE,-3.9,mcneese-state,130.7
2005-06,Southland,14,14,0.5,9,7,0.563,-6.64,-3.64,72,72.5,30,30,30,0,20,Tic Price,FALSE,2006,FALSE,FALSE,FALSE,-0.5,mcneese-state,144.5
2004-05,Southland,13,15,0.464,8,8,0.5,-8.4,-4.28,74.6,73.9,30,30,30,0,20,Tic Price,FALSE,2005,FALSE,FALSE,FALSE,0.7,mcneese-state,148.5
2003-04,Southland,11,16,0.407,7,9,0.438,-7.95,-4.66,74.1,75.1,30,30,30,0,20,Tic Price,FALSE,2004,FALSE,FALSE,FALSE,-1,mcneese-state,149.2
2002-03,Southland,15,14,0.517,10,10,0.5,-6.99,-5.44,70.2,69.3,30,30,30,0,20,Tic Price,FALSE,2003,FALSE,FALSE,FALSE,0.9,mcneese-state,139.5
2001-02,Southland,21,9,0.7,17,3,0.85,-0.59,-5.8,70.1,63.6,30,30,30,1,14,Tic Price,TRUE,2002,FALSE,FALSE,FALSE,6.5,mcneese-state,133.7
2000-01,Southland,22,9,0.71,17,3,0.85,-1.39,-8.42,83.2,74.5,30,30,30,0,20,Ron Everhart,FALSE,2001,FALSE,FALSE,FALSE,8.7,mcneese-state,157.7
2015-16,AAC,19,15,0.559,8,10,0.444,9.84,3.58,76.6,70.3,30,30,30,0,20,Josh Pastner,FALSE,2016,FALSE,FALSE,FALSE,6.3,memphis,146.9
2014-15,AAC,18,14,0.563,10,8,0.556,7.15,2.9,67.3,63.1,30,30,30,0,20,Josh Pastner,FALSE,2015,FALSE,FALSE,FALSE,4.2,memphis,130.4
2013-14,AAC,24,10,0.706,12,6,0.667,13.02,7.14,76.9,70.5,13,11,30,3,8,Josh Pastner,TRUE,2014,TRUE,TRUE,FALSE,6.4,memphis,147.4
2012-13,CUSA,31,5,0.861,16,0,1,12.26,2.7,74.5,64.9,17,17,19,3,6,Josh Pastner,TRUE,2013,TRUE,TRUE,TRUE,9.6,memphis,139.4
2011-12,CUSA,26,9,0.743,13,3,0.813,16.86,5.26,74.7,63.1,11,8,30,2,8,Josh Pastner,TRUE,2012,TRUE,TRUE,FALSE,11.6,memphis,137.8
2010-11,CUSA,25,10,0.714,10,6,0.625,6.91,3.14,72.1,68.3,19,13,30,2,12,Josh Pastner,TRUE,2011,TRUE,TRUE,FALSE,3.8,memphis,140.4
2009-10,CUSA,24,10,0.706,13,3,0.813,11.74,3.65,75.4,65.7,30,30,30,0,20,Josh Pastner,FALSE,2010,FALSE,FALSE,FALSE,9.7,memphis,141.1
2008-09,CUSA,33,4,0.892,16,0,1,20.92,4.63,75.1,58.8,13,3,3,4,2,John Calipari,TRUE,2009,TRUE,TRUE,TRUE,16.3,memphis,133.9
2007-08,CUSA,38,2,0.95,16,0,1,23.73,5.76,79.9,61.9,3,1,2,0,1,John Calipari,TRUE,2008,TRUE,TRUE,TRUE,18,memphis,141.8
2006-07,CUSA,33,4,0.892,16,0,1,19.72,3.91,78.9,63.1,14,5,5,5,2,John Calipari,TRUE,2007,TRUE,TRUE,TRUE,15.8,memphis,142
2005-06,CUSA,33,4,0.892,13,1,0.929,18.81,4.24,80,65.5,12,3,4,5,1,John Calipari,TRUE,2006,TRUE,TRUE,TRUE,14.5,memphis,145.5
2004-05,CUSA,22,16,0.579,9,7,0.563,11.3,5.4,71.4,65.5,24,24,30,0,20,John Calipari,FALSE,2005,TRUE,TRUE,FALSE,5.9,memphis,136.9
2003-04,CUSA,22,8,0.733,12,4,0.75,13.06,5.96,72.4,65.3,30,19,24,2,7,John Calipari,TRUE,2004,FALSE,TRUE,TRUE,7.1,memphis,137.7
2002-03,CUSA,23,7,0.767,13,3,0.813,13.23,5.27,74.4,66.4,30,16,19,1,7,John Calipari,TRUE,2003,FALSE,TRUE,TRUE,8,memphis,140.8
2001-02,CUSA,27,9,0.75,12,4,0.75,15.29,4.72,80,68.8,12,12,30,0,20,John Calipari,FALSE,2002,TRUE,TRUE,FALSE,11.2,memphis,148.8
2000-01,CUSA,21,15,0.583,10,6,0.625,13.2,7.09,75.1,67.9,30,30,30,0,20,John Calipari,FALSE,2001,FALSE,FALSE,FALSE,7.2,memphis,143
2015-16,Southern,19,15,0.559,8,10,0.444,-3.11,-4.55,71.9,68.8,30,30,30,0,20,Bob Hoffman,FALSE,2016,FALSE,FALSE,FALSE,3.1,mercer,140.7
2014-15,Southern,19,16,0.543,12,6,0.667,-2.01,-4.1,66.7,62.7,30,30,30,0,20,Bob Hoffman,FALSE,2015,FALSE,FALSE,FALSE,4,mercer,129.4
2013-14,A-Sun,27,9,0.75,14,4,0.778,5.33,-3.42,78.8,66.9,30,30,30,3,14,Bob Hoffman,TRUE,2014,FALSE,FALSE,FALSE,11.9,mercer,145.7
2012-13,A-Sun,24,12,0.667,14,4,0.778,0.69,-4.08,65.9,59.3,30,30,30,0,20,Bob Hoffman,FALSE,2013,FALSE,FALSE,FALSE,6.6,mercer,125.2
2011-12,A-Sun,27,11,0.711,13,5,0.722,3.75,-1.44,68.1,62.8,30,30,30,0,20,Bob Hoffman,FALSE,2012,FALSE,FALSE,FALSE,5.3,mercer,130.9
2010-11,A-Sun,15,18,0.455,11,9,0.55,-4.08,-2.17,67.3,68.4,30,30,30,0,20,Bob Hoffman,FALSE,2011,FALSE,FALSE,FALSE,-1.1,mercer,135.7
2009-10,A-Sun,16,17,0.485,10,10,0.5,-5.05,-1.2,76.2,75.1,30,30,30,0,20,Bob Hoffman,FALSE,2010,FALSE,FALSE,FALSE,1.1,mercer,151.3
2008-09,A-Sun,17,15,0.531,11,9,0.55,-7.1,0.12,74.8,75.9,30,30,30,0,20,Bob Hoffman,FALSE,2009,FALSE,FALSE,FALSE,-1.1,mercer,150.7
2007-08,A-Sun,11,19,0.367,6,10,0.375,-9.81,-5.68,76.2,78.5,30,30,30,0,20,Mark Slonaker,FALSE,2008,FALSE,FALSE,FALSE,-2.3,mercer,154.7
2006-07,A-Sun,13,17,0.433,8,10,0.444,-13.11,-5.82,72.6,77.6,30,30,30,0,20,Mark Slonaker,FALSE,2007,FALSE,FALSE,FALSE,-5,mercer,150.2
2005-06,A-Sun,9,19,0.321,7,13,0.35,-18.91,-10.12,73.5,80.6,30,30,30,0,20,Mark Slonaker,FALSE,2006,FALSE,FALSE,FALSE,-7.1,mercer,154.1
2004-05,A-Sun,16,12,0.571,11,9,0.55,-8.54,-9.77,80.1,77.6,30,30,30,0,20,Mark Slonaker,FALSE,2005,FALSE,FALSE,FALSE,2.5,mercer,157.7
2003-04,A-Sun,12,18,0.4,9,11,0.45,-8.52,-3.11,71.8,76.4,30,30,30,0,20,Mark Slonaker,FALSE,2004,FALSE,FALSE,FALSE,-4.6,mercer,148.2
2002-03,A-Sun,23,6,0.793,14,2,0.875,-3.89,-9.03,78.3,72.6,30,30,30,0,20,Mark Slonaker,FALSE,2003,FALSE,FALSE,FALSE,5.7,mercer,150.9
2001-02,A-Sun,6,23,0.207,4,16,0.2,-14.51,-2.76,65.9,77,30,30,30,0,20,Mark Slonaker,FALSE,2002,FALSE,FALSE,FALSE,-11.1,mercer,142.9
2000-01,TAAC,13,15,0.464,10,8,0.556,-7.71,-5.53,70,70.9,30,30,30,0,20,Mark Slonaker,FALSE,2001,FALSE,FALSE,FALSE,-0.9,mercer,140.9
2015-16,ACC,27,8,0.771,13,5,0.722,18.52,10.69,75.2,67.4,30,7,10,4,3,Jim Larranaga,TRUE,2016,FALSE,TRUE,TRUE,7.8,miami-fl,142.6
2014-15,ACC,25,13,0.658,10,8,0.556,12,7.05,68.2,63.3,30,15,30,0,20,Jim Larranaga,FALSE,2015,FALSE,TRUE,FALSE,4.9,miami-fl,131.5
2013-14,ACC,17,16,0.515,7,11,0.389,7.6,5.63,61.5,59.5,30,30,30,0,20,Jim Larranaga,FALSE,2014,FALSE,FALSE,FALSE,2,miami-fl,121
2012-13,ACC,29,7,0.806,15,3,0.833,16.99,7.88,69.7,60.6,30,2,5,4,2,Jim Larranaga,TRUE,2013,FALSE,TRUE,TRUE,9.1,miami-fl,130.3
2011-12,ACC,20,13,0.606,9,7,0.563,10.75,6.17,70.7,66.1,30,30,30,0,20,Jim Larranaga,FALSE,2012,FALSE,FALSE,FALSE,4.6,miami-fl,136.8
2010-11,ACC,21,15,0.583,6,10,0.375,10.47,6.42,71.6,67.6,30,30,30,0,20,Frank Haith,FALSE,2011,FALSE,FALSE,FALSE,4,miami-fl,139.2
2009-10,ACC,20,13,0.606,4,12,0.25,11.35,7.01,72.4,64.7,30,23,30,0,20,Frank Haith,FALSE,2010,FALSE,TRUE,FALSE,7.7,miami-fl,137.1
2008-09,ACC,19,13,0.594,7,9,0.438,11.76,9.04,72.7,66.3,17,17,30,0,20,Frank Haith,FALSE,2009,TRUE,TRUE,FALSE,6.4,miami-fl,139
2007-08,ACC,23,11,0.676,8,8,0.5,12.38,7.13,74.8,67.9,30,19,30,2,7,Frank Haith,TRUE,2008,FALSE,TRUE,FALSE,6.9,miami-fl,142.7
2006-07,ACC,12,20,0.375,4,12,0.25,5.49,7.15,71.2,72.9,30,30,30,0,20,Frank Haith,FALSE,2007,FALSE,FALSE,FALSE,-1.7,miami-fl,144.1
2005-06,ACC,18,16,0.529,7,9,0.438,9.79,7,67.9,65.1,30,30,30,0,20,Frank Haith,FALSE,2006,FALSE,FALSE,FALSE,2.8,miami-fl,133
2004-05,ACC,16,13,0.552,7,9,0.438,9.53,7.78,71.4,69.7,30,30,30,0,20,Frank Haith,FALSE,2005,FALSE,FALSE,FALSE,1.7,miami-fl,141.1
2003-04,Big East,14,16,0.467,4,12,0.25,5.38,3.27,71.6,68.9,30,30,30,0,20,Perry Clark,FALSE,2004,FALSE,FALSE,FALSE,2.7,miami-fl,140.5
2002-03,Big East,11,17,0.393,4,12,0.25,6.05,4.91,69.9,68.7,30,30,30,0,20,Perry Clark,FALSE,2003,FALSE,FALSE,FALSE,1.2,miami-fl,138.6
2001-02,Big East,24,8,0.75,10,6,0.625,12.99,5.52,74.8,67.4,30,12,21,1,5,Perry Clark,TRUE,2002,FALSE,TRUE,TRUE,7.4,miami-fl,142.2
2000-01,Big East,16,13,0.552,8,8,0.5,7.54,4.92,70.3,67.7,30,30,30,0,20,Perry Clark,FALSE,2001,FALSE,FALSE,FALSE,2.6,miami-fl,138
2015-16,MAC,13,20,0.394,6,12,0.333,-5.91,-0.25,63.3,68.2,30,30,30,0,20,John Cooper,FALSE,2016,FALSE,FALSE,FALSE,-4.9,miami-oh,131.5
2014-15,MAC,13,19,0.406,8,10,0.444,-3.75,0.31,66.3,69.6,30,30,30,0,20,John Cooper,FALSE,2015,FALSE,FALSE,FALSE,-3.3,miami-oh,135.9
2013-14,MAC,13,18,0.419,8,10,0.444,-4.37,0.13,65.3,69.7,30,30,30,0,20,John Cooper,FALSE,2014,FALSE,FALSE,FALSE,-4.4,miami-oh,135
2012-13,MAC,9,22,0.29,3,13,0.188,-6.62,-0.26,63,68.6,30,30,30,0,20,John Cooper,FALSE,2013,FALSE,FALSE,FALSE,-5.6,miami-oh,131.6
2011-12,MAC,9,21,0.3,5,11,0.313,-2.07,1.93,60.7,64.2,30,30,30,0,20,Charlie Coles,FALSE,2012,FALSE,FALSE,FALSE,-3.5,miami-oh,124.9
2010-11,MAC,16,17,0.485,11,5,0.688,-1.58,3.04,66.4,70.3,30,30,30,0,20,Charlie Coles,FALSE,2011,FALSE,FALSE,FALSE,-3.9,miami-oh,136.7
2009-10,MAC,14,18,0.438,9,7,0.563,0.56,1.43,62.4,63.3,30,30,30,0,20,Charlie Coles,FALSE,2010,FALSE,FALSE,FALSE,-0.9,miami-oh,125.7
2008-09,MAC,17,13,0.567,10,6,0.625,3.16,0.46,61.6,58.9,30,30,30,0,20,Charlie Coles,FALSE,2009,FALSE,FALSE,FALSE,2.7,miami-oh,120.5
2007-08,MAC,17,16,0.515,9,7,0.563,5.73,3.82,62.5,60.6,30,30,30,0,20,Charlie Coles,FALSE,2008,FALSE,FALSE,FALSE,1.9,miami-oh,123.1
2006-07,MAC,18,15,0.545,10,6,0.625,4.81,2.78,59.5,57.4,30,30,30,1,14,Charlie Coles,TRUE,2007,FALSE,FALSE,FALSE,2.1,miami-oh,116.9
2005-06,MAC,18,11,0.621,14,4,0.778,3.88,1.15,62.8,60.1,30,30,30,0,20,Charlie Coles,FALSE,2006,FALSE,FALSE,FALSE,2.7,miami-oh,122.9
2004-05,MAC,19,11,0.633,12,6,0.667,7.72,3.62,65.7,61.3,30,30,30,0,20,Charlie Coles,FALSE,2005,FALSE,FALSE,FALSE,4.4,miami-oh,127
2003-04,MAC,18,11,0.621,12,6,0.667,2.46,1.6,62.9,61.8,30,30,30,0,20,Charlie Coles,FALSE,2004,FALSE,FALSE,FALSE,1.1,miami-oh,124.7
2002-03,MAC,13,15,0.464,11,7,0.611,1.83,2.87,58.6,58.7,30,30,30,0,20,Charlie Coles,FALSE,2003,FALSE,FALSE,FALSE,-0.1,miami-oh,117.3
2001-02,MAC,13,18,0.419,9,9,0.5,1.2,3.68,63.9,66.4,30,30,30,0,20,Charlie Coles,FALSE,2002,FALSE,FALSE,FALSE,-2.5,miami-oh,130.3
2000-01,MAC,17,16,0.515,10,8,0.556,4.63,2.54,60.5,58.4,30,30,30,0,20,Charlie Coles,FALSE,2001,FALSE,FALSE,FALSE,2.1,miami-oh,118.9
2015-16,Big Ten,29,6,0.829,13,5,0.722,22.59,6.94,79.8,64.1,13,1,2,1,2,Tom Izzo,TRUE,2016,TRUE,TRUE,TRUE,15.7,michigan-state,143.9
2014-15,Big Ten,27,12,0.692,12,6,0.667,17.46,10,71.1,63.6,18,18,23,7,7,Tom Izzo,TRUE,2015,TRUE,TRUE,TRUE,7.5,michigan-state,134.7
2013-14,Big Ten,29,9,0.763,12,6,0.667,19.35,9.38,75.5,65.6,2,1,11,5,4,Tom Izzo,TRUE,2014,TRUE,TRUE,TRUE,9.9,michigan-state,141.1
2012-13,Big Ten,27,9,0.75,13,5,0.722,18.64,10.55,68,59.1,14,4,9,4,3,Tom Izzo,TRUE,2013,TRUE,TRUE,TRUE,8.9,michigan-state,127.1
2011-12,Big Ten,29,8,0.784,13,5,0.722,21.32,9.82,71.6,59.3,30,5,5,4,1,Tom Izzo,TRUE,2012,FALSE,TRUE,TRUE,12.3,michigan-state,130.9
2010-11,Big Ten,19,15,0.559,9,9,0.5,13.7,11.67,68.8,66.6,2,2,30,2,10,Tom Izzo,TRUE,2011,TRUE,TRUE,FALSE,2.2,michigan-state,135.4
2009-10,Big Ten,28,9,0.757,14,4,0.778,15.33,8.17,71.8,63.8,2,2,13,7,5,Tom Izzo,TRUE,2010,TRUE,TRUE,TRUE,8,michigan-state,135.6
2008-09,Big Ten,31,7,0.816,15,3,0.833,17.71,9.37,72,63.7,6,5,8,8,2,Tom Izzo,TRUE,2009,TRUE,TRUE,TRUE,8.3,michigan-state,135.7
2007-08,Big Ten,27,9,0.75,12,6,0.667,16.32,7.68,71.2,62.6,8,6,18,4,5,Tom Izzo,TRUE,2008,TRUE,TRUE,TRUE,8.6,michigan-state,133.8
2006-07,Big Ten,23,12,0.657,8,8,0.5,16.3,8.45,65,57.2,30,30,30,2,9,Tom Izzo,TRUE,2007,FALSE,FALSE,FALSE,7.8,michigan-state,122.2
2005-06,Big Ten,22,12,0.647,8,8,0.5,12.24,7.27,74.1,68.6,4,4,30,1,6,Tom Izzo,TRUE,2006,TRUE,TRUE,FALSE,5.5,michigan-state,142.7
2004-05,Big Ten,26,7,0.788,13,3,0.813,20.47,7.41,78.5,65.4,13,10,15,7,5,Tom Izzo,TRUE,2005,TRUE,TRUE,TRUE,13.1,michigan-state,143.9
2003-04,Big Ten,18,12,0.6,12,4,0.75,12.15,8.38,71.3,67.5,3,3,30,1,7,Tom Izzo,TRUE,2004,TRUE,TRUE,FALSE,3.8,michigan-state,138.8
2002-03,Big Ten,22,13,0.629,10,6,0.625,16.12,9.72,67.6,61.2,9,9,30,5,7,Tom Izzo,TRUE,2003,TRUE,TRUE,FALSE,6.4,michigan-state,128.8
2001-02,Big Ten,19,12,0.613,10,6,0.625,14.9,9.6,69.4,63.8,15,13,30,1,10,Tom Izzo,TRUE,2002,TRUE,TRUE,FALSE,5.6,michigan-state,133.2
2000-01,Big Ten,28,5,0.848,13,3,0.813,25.12,9.54,77.4,61.8,3,1,3,7,1,Tom Izzo,TRUE,2001,TRUE,TRUE,TRUE,15.6,michigan-state,139.2
2015-16,Big Ten,23,13,0.639,10,8,0.556,13.75,7.92,73.8,67.4,25,24,30,1,11,John Beilein,TRUE,2016,TRUE,TRUE,FALSE,6.4,michigan,141.2
2014-15,Big Ten,16,16,0.5,8,10,0.444,9.56,9.59,64.7,64,24,17,30,0,20,John Beilein,FALSE,2015,TRUE,TRUE,FALSE,0.7,michigan,128.7
2013-14,Big Ten,28,9,0.757,15,3,0.833,18.52,9.65,73.9,65.1,7,7,7,5,2,John Beilein,TRUE,2014,TRUE,TRUE,TRUE,8.8,michigan,139
2012-13,Big Ten,31,8,0.795,12,6,0.667,21.28,10.05,75.2,63.3,5,1,10,8,4,John Beilein,TRUE,2013,TRUE,TRUE,TRUE,11.9,michigan,138.5
2011-12,Big Ten,24,10,0.706,13,5,0.722,13.19,8.98,66.3,61.5,18,10,13,2,4,John Beilein,TRUE,2012,TRUE,TRUE,TRUE,4.8,michigan,127.8
2010-11,Big Ten,21,14,0.6,9,9,0.5,14.21,10.68,66.5,62.5,30,30,30,3,8,John Beilein,TRUE,2011,FALSE,FALSE,FALSE,4,michigan,129
2009-10,Big Ten,15,17,0.469,7,11,0.389,10.04,9.37,64.3,61.6,15,15,30,0,20,John Beilein,FALSE,2010,TRUE,TRUE,FALSE,2.7,michigan,125.9
2008-09,Big Ten,21,14,0.6,9,9,0.5,11.9,9.74,66.9,63.2,30,23,30,2,10,John Beilein,TRUE,2009,FALSE,TRUE,FALSE,3.7,michigan,130.1
2007-08,Big Ten,10,22,0.313,5,13,0.278,3.05,7.99,62.7,67.6,30,30,30,0,20,John Beilein,FALSE,2008,FALSE,FALSE,FALSE,-4.9,michigan,130.3
2006-07,Big Ten,22,13,0.629,8,8,0.5,10.59,6.79,64.3,60.5,30,30,30,0,20,Tommy Amaker,FALSE,2007,FALSE,FALSE,FALSE,3.8,michigan,124.8
2005-06,Big Ten,22,11,0.667,8,8,0.5,12.19,7.04,71.7,66.6,30,21,30,0,20,Tommy Amaker,FALSE,2006,FALSE,TRUE,FALSE,5.1,michigan,138.3
2004-05,Big Ten,13,18,0.419,4,12,0.25,4.79,7.12,61.6,64,30,30,30,0,20,Tommy Amaker,FALSE,2005,FALSE,FALSE,FALSE,-2.4,michigan,125.6
2003-04,Big Ten,23,11,0.676,8,8,0.5,11.78,6.16,68.9,63.2,30,30,30,0,20,Tommy Amaker,FALSE,2004,FALSE,FALSE,FALSE,5.7,michigan,132.1
2002-03,Big Ten,17,13,0.567,10,6,0.625,9.62,7.89,69,67.3,30,30,30,0,20,Tommy Amaker,FALSE,2003,FALSE,FALSE,FALSE,1.7,michigan,136.3
2001-02,Big Ten,11,18,0.379,5,11,0.313,3.53,8.17,67.3,70.8,30,30,30,0,20,Tommy Amaker,FALSE,2002,FALSE,FALSE,FALSE,-3.5,michigan,138.1
2000-01,Big Ten,10,18,0.357,4,12,0.25,3.21,11.39,70.8,78.2,30,30,30,0,20,Brian Ellerbe,FALSE,2001,FALSE,FALSE,FALSE,-7.4,michigan,149
2015-16,CUSA,25,10,0.714,13,5,0.722,2.66,-0.7,72.5,68.9,30,30,30,2,15,Kermit Davis,TRUE,2016,FALSE,FALSE,FALSE,3.6,middle-tennessee,141.4
2014-15,CUSA,19,17,0.528,9,9,0.5,0.21,-0.39,63.5,62.4,30,30,30,0,20,Kermit Davis,FALSE,2015,FALSE,FALSE,FALSE,1.1,middle-tennessee,125.9
2013-14,CUSA,24,9,0.727,13,3,0.813,4.77,-0.78,70.9,62.6,30,30,30,0,20,Kermit Davis,FALSE,2014,FALSE,FALSE,FALSE,8.3,middle-tennessee,133.5
2012-13,Sun Belt,28,6,0.824,19,1,0.95,11.16,-1.52,70.7,58.1,30,30,30,1,11,Kermit Davis,TRUE,2013,FALSE,FALSE,FALSE,12.6,middle-tennessee,128.8
2011-12,Sun Belt,27,7,0.794,14,2,0.875,8.69,-0.13,72.3,62.6,30,30,30,0,20,Kermit Davis,FALSE,2012,FALSE,FALSE,FALSE,9.7,middle-tennessee,134.9
2010-11,Sun Belt,16,16,0.5,10,6,0.625,-2.74,-4.45,69.3,66.3,30,30,30,0,20,Kermit Davis,FALSE,2011,FALSE,FALSE,FALSE,3,middle-tennessee,135.6
2009-10,Sun Belt,19,14,0.576,13,5,0.722,-1.99,-3.33,69.2,64.7,30,30,30,0,20,Kermit Davis,FALSE,2010,FALSE,FALSE,FALSE,4.5,middle-tennessee,133.9
2008-09,Sun Belt,18,14,0.563,10,8,0.556,-1.32,-2.78,70.4,66.1,30,30,30,0,20,Kermit Davis,FALSE,2009,FALSE,FALSE,FALSE,4.3,middle-tennessee,136.5
2007-08,Sun Belt,17,15,0.531,11,7,0.611,-2.78,-0.23,68.1,69.3,30,30,30,0,20,Kermit Davis,FALSE,2008,FALSE,FALSE,FALSE,-1.2,middle-tennessee,137.4
2006-07,Sun Belt,15,17,0.469,8,10,0.444,-5.93,-3.96,62.3,63.8,30,30,30,0,20,Kermit Davis,FALSE,2007,FALSE,FALSE,FALSE,-1.5,middle-tennessee,126.1
2005-06,Sun Belt,16,12,0.571,8,6,0.571,-1.7,-1.17,70.6,69.3,30,30,30,0,20,Kermit Davis,FALSE,2006,FALSE,FALSE,FALSE,1.3,middle-tennessee,139.9
2004-05,Sun Belt,19,12,0.613,7,7,0.5,2.29,-1.43,71.4,65.4,30,30,30,0,20,Kermit Davis,FALSE,2005,FALSE,FALSE,FALSE,6,middle-tennessee,136.8
2003-04,Sun Belt,17,12,0.586,8,6,0.571,-0.67,-1.71,70.1,66.6,30,30,30,0,20,Kermit Davis,FALSE,2004,FALSE,FALSE,FALSE,3.5,middle-tennessee,136.7
2002-03,Sun Belt,16,14,0.533,9,5,0.643,1,0.92,68.4,67.7,30,30,30,0,20,Kermit Davis,FALSE,2003,FALSE,FALSE,FALSE,0.7,middle-tennessee,136.1
2001-02,Sun Belt,14,15,0.483,6,8,0.429,-3.5,-0.79,66.9,67.2,30,30,30,0,20,Randy Wiel,FALSE,2002,FALSE,FALSE,FALSE,-0.3,middle-tennessee,134.1
2000-01,Sun Belt,5,22,0.185,1,15,0.063,-11.95,-2.11,66.3,74.5,30,30,30,0,20,Randy Wiel,FALSE,2001,FALSE,FALSE,FALSE,-8.2,middle-tennessee,140.8
2015-16,Horizon,20,13,0.606,10,8,0.556,2.89,-2.02,79.3,72.5,30,30,30,0,20,Rob Jeter,FALSE,2016,FALSE,FALSE,FALSE,6.8,milwaukee,151.8
2014-15,Horizon,14,16,0.467,9,7,0.563,-4.85,0.15,65.4,69.2,30,30,30,0,20,Rob Jeter,FALSE,2015,FALSE,FALSE,FALSE,-3.8,milwaukee,134.6
2013-14,Horizon,21,14,0.6,7,9,0.438,-1.53,-0.44,70.4,70.5,30,30,30,2,15,Rob Jeter,TRUE,2014,FALSE,FALSE,FALSE,-0.1,milwaukee,140.9
2012-13,Horizon,8,24,0.25,3,13,0.188,-10.33,-0.26,62.7,70.8,30,30,30,0,20,Rob Jeter,FALSE,2013,FALSE,FALSE,FALSE,-8.1,milwaukee,133.5
2011-12,Horizon,20,14,0.588,11,7,0.611,0.53,0.06,64.2,62.5,30,30,30,0,20,Rob Jeter,FALSE,2012,FALSE,FALSE,FALSE,1.7,milwaukee,126.7
2010-11,Horizon,19,14,0.576,13,5,0.722,1.48,2.51,68.7,69.7,30,30,30,0,20,Rob Jeter,FALSE,2011,FALSE,FALSE,FALSE,-1,milwaukee,138.4
2009-10,Horizon,20,14,0.588,10,8,0.556,1.23,0.52,69.7,68.1,30,30,30,0,20,Rob Jeter,FALSE,2010,FALSE,FALSE,FALSE,1.6,milwaukee,137.8
2008-09,Horizon,17,14,0.548,11,7,0.611,-0.54,0.8,68,68,30,30,30,0,20,Rob Jeter,FALSE,2009,FALSE,FALSE,FALSE,0,milwaukee,136
